ShotID,Time,aX,aY,aZ,gX,gY,gZ
8,40,0.365,-0.480,-0.870,7.202,10.559,26.184
8,41,0.348,-0.513,-0.906,11.353,2.869,17.212
8,42,0.332,-0.521,-0.892,11.902,-7.019,7.568
8,43,0.323,-0.518,-0.865,7.385,-13.611,-4.578
8,44,0.310,-0.513,-0.828,2.930,-12.878,-17.029
8,45,0.303,-0.518,-0.808,1.038,-8.789,-23.499
8,46,0.307,-0.533,-0.805,2.502,-5.188,-22.644
8,47,0.322,-0.552,-0.818,3.174,-4.089,-19.104
8,48,0.333,-0.561,-0.827,2.258,-4.517,-15.503
8,49,0.349,-0.562,-0.837,0.183,-3.296,-10.254
8,50,0.366,-0.552,-0.835,-1.648,0.244,-2.808
8,51,0.372,-0.536,-0.830,-3.113,5.981,5.371
8,52,0.369,-0.521,-0.826,-3.052,11.475,12.329
8,53,0.357,-0.513,-0.829,-1.404,12.390,16.235
8,54,0.349,-0.503,-0.833,-0.488,8.972,17.151
8,55,0.342,-0.498,-0.842,1.160,4.211,14.160
8,56,0.334,-0.493,-0.851,2.319,0.732,9.338
8,57,0.326,-0.494,-0.862,2.930,-0.366,4.211
8,58,0.321,-0.493,-0.864,2.930,-0.244,-0.244
8,59,0.321,-0.495,-0.866,2.075,-0.366,-4.761
8,60,0.328,-0.496,-0.863,0.549,-0.732,-9.583
8,61,0.336,-0.495,-0.858,0.122,-1.465,-11.963
8,62,0.344,-0.496,-0.853,0.183,-2.686,-10.864
8,63,0.348,-0.498,-0.847,0.427,-2.563,-7.202
8,64,0.349,-0.500,-0.843,0.854,-0.977,-3.113
8,65,0.347,-0.504,-0.844,1.648,1.221,0.549
8,66,0.344,-0.509,-0.849,1.099,3.235,4.700
8,67,0.341,-0.511,-0.853,1.221,3.479,8.057
8,68,0.336,-0.512,-0.852,1.038,2.991,9.521
8,69,0.333,-0.512,-0.849,0.427,2.686,9.338
8,70,0.333,-0.508,-0.842,0.854,2.991,8.179
8,71,0.333,-0.508,-0.837,0.793,2.808,5.371
8,72,0.339,-0.512,-0.836,0.732,2.014,1.404
8,73,0.342,-0.514,-0.839,0.977,0.305,-2.197
8,74,0.349,-0.517,-0.841,1.221,-1.099,-4.639
8,75,0.353,-0.520,-0.844,1.404,-1.831,-5.737
8,76,0.350,-0.520,-0.839,1.648,-1.953,-5.676
8,77,0.348,-0.524,-0.836,1.648,-1.343,-4.700
8,78,0.345,-0.522,-0.834,1.465,-0.732,-2.625
8,79,0.340,-0.521,-0.836,1.587,0.244,-0.305
8,80,0.337,-0.517,-0.839,0.793,1.343,1.831
8,81,0.331,-0.513,-0.844,0.854,2.441,4.272
8,82,0.330,-0.510,-0.849,0.854,3.479,5.798
8,83,0.331,-0.502,-0.848,0.427,3.784,5.798
8,84,0.335,-0.501,-0.854,0.061,3.540,4.517
8,85,0.338,-0.498,-0.855,-0.244,3.113,2.808
8,86,0.344,-0.497,-0.858,-0.122,2.441,0.732
8,87,0.350,-0.495,-0.855,0.427,1.953,-0.977
8,88,0.350,-0.497,-0.852,0.732,0.305,-2.625
8,89,0.348,-0.494,-0.845,1.099,-1.282,-3.540
