ShotID,Time,aX,aY,aZ,gX,gY,gZ
14,55,-0.099,-0.725,-0.738,3.418,-0.122,-2.258
14,56,-0.096,-0.708,-0.723,16.418,0.427,-3.235
14,57,-0.095,-0.708,-0.728,17.334,1.831,0.000
14,58,-0.093,-0.725,-0.747,6.165,4.333,5.371
14,59,-0.089,-0.734,-0.755,-4.761,5.249,7.324
14,60,-0.091,-0.732,-0.755,-4.517,2.747,3.906
14,61,-0.099,-0.721,-0.744,3.235,-1.343,-1.343
14,62,-0.106,-0.705,-0.731,6.531,-4.150,-3.418
14,63,-0.115,-0.708,-0.732,1.038,-4.028,-1.343
14,64,-0.122,-0.720,-0.742,-8.850,-1.404,2.747
14,65,-0.125,-0.725,-0.747,-12.268,1.770,5.432
14,66,-0.131,-0.726,-0.749,-5.310,2.686,4.456
14,67,-0.138,-0.718,-0.744,5.493,1.831,2.686
14,68,-0.142,-0.704,-0.733,10.559,1.465,2.380
14,69,-0.140,-0.704,-0.734,7.324,1.892,3.967
14,70,-0.135,-0.712,-0.742,0.366,4.089,6.042
14,71,-0.127,-0.717,-0.747,-3.540,6.165,5.981
14,72,-0.122,-0.724,-0.753,-1.770,5.188,4.211
14,73,-0.117,-0.722,-0.750,3.357,3.418,2.441
14,74,-0.110,-0.711,-0.739,7.019,2.502,1.526
14,75,-0.105,-0.711,-0.739,7.446,3.357,2.747
14,76,-0.099,-0.714,-0.742,4.883,5.371,4.639
14,77,-0.096,-0.717,-0.747,2.075,6.470,5.737
14,78,-0.096,-0.724,-0.755,2.625,4.700,5.432
14,79,-0.098,-0.720,-0.750,4.395,1.709,3.479
14,80,-0.102,-0.713,-0.743,6.165,-0.488,1.404
14,81,-0.107,-0.711,-0.739,5.127,-1.038,0.183
14,82,-0.110,-0.711,-0.740,0.732,-0.366,0.610
14,83,-0.114,-0.716,-0.744,-2.441,0.244,1.709
14,84,-0.120,-0.723,-0.750,-1.953,-0.427,2.136
14,85,-0.126,-0.723,-0.748,2.014,-0.916,1.892
14,86,-0.132,-0.714,-0.740,6.592,-0.916,0.671
14,87,-0.134,-0.712,-0.738,8.179,-0.305,0.366
14,88,-0.135,-0.711,-0.736,5.920,1.282,1.587
14,89,-0.131,-0.715,-0.739,2.808,2.197,2.869
14,90,-0.128,-0.723,-0.745,2.563,2.136,2.808
14,91,-0.124,-0.721,-0.743,4.395,1.648,1.709
14,92,-0.119,-0.718,-0.738,6.775,1.343,0.427
14,93,-0.113,-0.718,-0.739,7.080,1.709,0.916
14,94,-0.108,-0.716,-0.735,4.700,2.686,2.502
14,95,-0.105,-0.724,-0.742,3.052,3.540,3.845
14,96,-0.101,-0.727,-0.746,3.357,3.784,4.517
14,97,-0.101,-0.723,-0.743,4.517,3.357,4.089
14,98,-0.103,-0.720,-0.742,5.493,2.930,3.357
14,99,-0.105,-0.717,-0.739,4.028,2.075,3.235
14,100,-0.109,-0.716,-0.739,1.404,1.892,3.662
14,101,-0.112,-0.718,-0.741,-0.854,1.648,3.906
14,102,-0.115,-0.721,-0.743,-1.099,1.465,4.028
14,103,-0.120,-0.722,-0.742,0.122,1.709,3.662
14,104,-0.123,-0.718,-0.739,1.404,1.587,3.479
14,105,-0.127,-0.718,-0.740,1.831,1.831,3.418
14,106,-0.128,-0.715,-0.736,1.587,2.441,3.906
14,107,-0.128,-0.719,-0.742,1.343,2.808,4.028
14,108,-0.126,-0.721,-0.744,1.282,2.869,3.601
14,109,-0.125,-0.718,-0.741,1.038,2.441,2.869
14,110,-0.121,-0.718,-0.742,1.831,1.953,2.136
14,111,-0.117,-0.719,-0.743,2.258,1.587,1.526
14,112,-0.114,-0.716,-0.741,2.258,1.709,1.526
14,113,-0.111,-0.716,-0.742,2.625,2.014,2.014
14,114,-0.108,-0.719,-0.745,2.441,2.197,2.197
15,0,-0.261,-0.701,-0.762,-45.532,-2.869,6.714
15,1,0.262,-0.698,-0.628,-94.055,-23.376,23.865
15,2,-0.004,-0.860,-0.751,-10.010,-2.625,-32.715
15,3,-0.215,-0.685,-0.642,17.456,23.437,-59.937
15,4,-0.198,-0.379,-0.339,-16.479,20.203,-27.466
15,5,-0.069,-0.175,-0.196,84.595,23.437,-11.230
15,6,-0.024,-0.282,-0.317,177.795,40.955,0.061
15,7,-0.034,-0.687,-0.772,185.364,34.912,29.907
15,8,-0.177,-0.917,-1.114,86.975,-4.456,53.528
15,9,-0.177,-1.078,-1.267,-89.478,-49.927,39.978
15,10,-0.075,-1.014,-1.065,-218.384,-93.323,-10.254
15,11,-0.210,-0.808,-0.793,-192.627,-108.154,-79.224
15,12,-0.185,-0.482,-0.461,-133.423,-103.210,-106.812
15,13,-0.147,-0.544,-0.500,-69.031,-54.932,-86.243
15,14,-0.146,-0.666,-0.624,-40.344,22.278,-29.114
15,15,-0.088,-0.822,-0.768,-31.067,71.045,42.908
15,16,-0.060,-0.912,-0.870,26.123,76.843,79.712
15,17,-0.074,-0.811,-0.815,126.526,50.598,70.435
15,18,-0.102,-0.682,-0.735,209.534,17.090,40.344
15,19,-0.156,-0.620,-0.704,220.398,7.202,11.169
15,20,-0.164,-0.579,-0.679,131.165,18.372,8.179
15,21,-0.147,-0.658,-0.781,-10.498,35.767,23.499
15,22,-0.114,-0.748,-0.857,-127.441,37.170,29.846
15,23,-0.087,-0.764,-0.818,-158.020,11.292,15.503
15,24,-0.088,-0.712,-0.717,-97.534,-24.292,-10.437
15,25,-0.113,-0.691,-0.681,-9.216,-39.185,-29.236
15,26,-0.132,-0.709,-0.699,26.184,-24.292,-19.287
15,27,-0.127,-0.746,-0.737,-0.061,11.292,14.709
15,28,-0.111,-0.760,-0.751,-26.123,45.288,46.997
15,29,-0.093,-0.727,-0.729,5.127,54.016,56.396
15,30,-0.102,-0.722,-0.753,82.153,39.978,38.818
15,31,-0.125,-0.723,-0.776,126.831,18.616,14.343
15,32,-0.139,-0.675,-0.735,91.125,2.502,3.113
15,33,-0.140,-0.676,-0.732,13.367,-0.610,2.502
15,34,-0.126,-0.700,-0.741,-54.382,0.427,3.113
15,35,-0.111,-0.730,-0.750,-73.303,-3.845,-3.113
15,36,-0.109,-0.754,-0.754,-42.236,-14.160,-15.442
15,37,-0.113,-0.745,-0.739,-0.122,-22.034,-23.315
15,38,-0.115,-0.737,-0.725,19.897,-19.836,-19.165
15,39,-0.116,-0.723,-0.708,16.418,-7.019,-6.653
15,40,-0.115,-0.708,-0.698,13.550,5.981,5.249
15,41,-0.114,-0.720,-0.726,25.879,10.803,10.437
15,42,-0.120,-0.744,-0.766,39.307,6.775,5.554
15,43,-0.126,-0.737,-0.766,32.166,-2.686,-3.723
15,44,-0.130,-0.728,-0.750,8.301,-11.963,-12.085
15,45,-0.129,-0.708,-0.719,-15.442,-15.564,-16.724
15,46,-0.122,-0.693,-0.695,-26.001,-14.160,-16.968
15,47,-0.119,-0.719,-0.718,-21.301,-10.132,-12.512
15,48,-0.117,-0.748,-0.746,-12.390,-5.249,-4.883
15,49,-0.114,-0.758,-0.758,-5.798,-1.465,1.953
15,50,-0.115,-0.742,-0.744,1.648,1.892,6.042
15,51,-0.122,-0.711,-0.719,13.428,6.470,7.019
15,52,-0.128,-0.696,-0.716,22.705,10.315,7.690
15,53,-0.130,-0.704,-0.735,17.212,11.902,10.315
15,54,-0.126,-0.712,-0.748,-2.747,10.925,12.878
15,55,-0.122,-0.733,-0.765,-19.775,7.751,11.658
15,56,-0.120,-0.735,-0.760,-22.949,3.357,7.507
15,57,-0.118,-0.707,-0.728,-13.550,1.221,2.930
15,58,-0.120,-0.697,-0.720,-1.038,2.930,2.625
15,59,-0.119,-0.712,-0.738,2.441,8.179,8.728
15,60,-0.116,-0.721,-0.752,-3.540,13.916,16.235
15,61,-0.113,-0.726,-0.761,-5.737,16.235,19.348
15,62,-0.114,-0.719,-0.758,2.808,13.977,16.235
15,63,-0.119,-0.702,-0.748,14.038,9.338,9.033
15,64,-0.121,-0.693,-0.740,15.503,4.456,4.150
15,65,-0.120,-0.698,-0.746,3.479,1.770,3.418
15,66,-0.114,-0.710,-0.752,-11.719,1.099,3.540
15,67,-0.111,-0.724,-0.762,-16.418,0.122,1.831
15,68,-0.111,-0.722,-0.754,-7.507,-1.343,-1.160
15,69,-0.114,-0.707,-0.740,6.775,-2.502,-3.418
15,70,-0.119,-0.705,-0.740,15.747,-2.502,-2.991
15,71,-0.119,-0.708,-0.742,13.306,-0.793,-0.244
15,72,-0.119,-0.714,-0.748,6.470,1.099,1.953
15,73,-0.118,-0.722,-0.755,4.639,0.610,1.221
15,74,-0.119,-0.721,-0.752,7.080,-1.770,-2.075
15,75,-0.122,-0.711,-0.740,9.705,-5.127,-5.798
15,76,-0.122,-0.714,-0.738,8.728,-6.836,-7.202
15,77,-0.120,-0.717,-0.735,3.418,-5.554,-4.944
15,78,-0.118,-0.718,-0.733,-0.793,-2.441,-1.953
15,79,-0.118,-0.728,-0.741,1.526,-0.061,0.305
15,80,-0.120,-0.729,-0.742,8.179,1.526,1.648
15,81,-0.122,-0.721,-0.738,13.550,1.892,2.686
15,82,-0.123,-0.720,-0.738,14.465,2.197,3.723
15,83,-0.121,-0.716,-0.734,10.254,3.235,4.578
15,84,-0.120,-0.720,-0.736,4.944,4.028,5.249
15,85,-0.118,-0.723,-0.740,1.343,4.150,5.554
15,86,-0.118,-0.727,-0.742,0.427,3.723,5.249
15,87,-0.118,-0.724,-0.739,1.831,3.052,5.066
15,88,-0.120,-0.722,-0.735,3.479,3.479,5.493
15,89,-0.118,-0.724,-0.737,3.845,5.310,6.836
15,90,-0.119,-0.717,-0.733,3.967,6.836,8.118
15,91,-0.119,-0.723,-0.741,4.517,7.507,9.033
15,92,-0.120,-0.719,-0.739,4.150,6.653,8.667
15,93,-0.120,-0.722,-0.743,3.845,4.944,6.714
15,94,-0.120,-0.719,-0.740,2.197,3.235,4.517
15,95,-0.119,-0.718,-0.739,-0.183,2.197,2.441
15,96,-0.118,-0.719,-0.739,-2.075,1.160,1.465
15,97,-0.119,-0.721,-0.741,-2.808,0.854,1.465
15,98,-0.118,-0.722,-0.741,-1.221,0.854,1.587
15,99,-0.119,-0.719,-0.740,1.465,0.977,1.221
15,100,-0.119,-0.719,-0.743,3.296,0.793,0.977
15,101,-0.118,-0.715,-0.740,3.357,0.366,0.366
15,102,-0.119,-0.715,-0.742,1.953,-0.305,-0.244
15,103,-0.119,-0.717,-0.745,0.244,-0.916,-0.671
15,104,-0.118,-0.716,-0.743,-1.282,-1.160,-1.221
15,105,-0.118,-0.718,-0.746,-1.770,-1.404,-1.648
15,106,-0.118,-0.719,-0.745,-1.709,-1.343,-1.587
15,107,-0.117,-0.715,-0.741,-1.038,-0.916,-0.916
15,108,-0.119,-0.716,-0.742,0.732,-0.366,0.183
15,109,-0.120,-0.716,-0.743,2.686,0.671,1.709
15,110,-0.120,-0.712,-0.742,3.601,2.197,3.052
15,111,-0.119,-0.714,-0.744,3.845,2.991,3.479
15,112,-0.120,-0.715,-0.748,2.747,3.113,3.601
15,113,-0.118,-0.711,-0.745,0.916,2.686,3.601
15,114,-0.120,-0.713,-0.744,0.366,2.441,3.540
16,0,0.010,-0.979,-0.871,49.866,9.277,12.207
16,1,-0.430,-1.055,-1.272,18.860,-2.380,4.700
16,2,-0.461,-2.494,-2.402,-242.615,-70.862,42.236
16,3,-0.403,-1.459,-1.085,-381.042,-108.521,93.445
16,4,-0.086,-0.359,-0.186,-223.450,-87.524,80.994
16,5,0.096,-0.476,-0.121,129.150,-70.801,16.541
16,6,-0.070,-0.295,-0.229,431.458,-20.020,-19.653
16,7,-0.133,-0.168,-0.168,457.275,67.505,48.157
16,8,-0.009,-0.009,-0.032,338.989,150.330,119.080
16,9,0.061,0.177,0.113,295.959,190.125,121.399
16,10,0.115,0.275,0.198,356.506,185.059,85.388
16,11,0.045,0.179,0.080,495.300,145.508,14.404
16,12,-0.158,-0.439,-0.672,603.577,95.398,-65.186
16,13,-0.360,-1.186,-1.824,346.313,58.411,-78.735
16,14,-0.204,-0.566,-1.448,-515.442,-10.620,1.465
16,15,0.059,-0.216,-0.915,-1102.966,-82.642,-27.100
16,16,-0.009,-0.875,-1.195,-1057.800,-178.711,-190.918
16,17,-0.184,-1.987,-1.657,-814.270,-299.561,-302.979
16,18,-0.138,-2.105,-1.389,-535.156,-358.948,-262.085
16,19,-0.087,-0.896,-0.543,-255.554,-288.208,-133.362
16,20,-0.082,-0.318,-0.198,-88.318,-98.206,-10.559
16,21,-0.134,-0.151,-0.123,6.287,123.108,85.388
16,22,-0.180,-0.275,-0.287,185.181,280.640,136.780
16,23,-0.198,-0.576,-0.702,446.472,314.087,150.513
16,24,-0.230,-0.900,-1.215,657.654,205.200,146.545
16,25,-0.295,-1.044,-1.417,665.588,37.415,116.272
16,26,-0.284,-0.775,-1.049,443.115,-67.932,66.101
16,27,-0.227,-0.475,-0.630,148.010,-71.533,17.944
16,28,-0.215,-0.363,-0.498,-78.918,-28.992,-12.207
16,29,-0.170,-0.344,-0.498,-241.638,17.517,-28.748
16,30,-0.140,-0.589,-0.745,-325.745,55.664,-41.992
16,31,-0.158,-0.859,-0.932,-351.440,49.194,-42.664
16,32,-0.134,-0.950,-0.893,-300.842,-4.211,-26.489
16,33,-0.088,-0.928,-0.804,-162.964,-47.729,-9.949
16,34,-0.080,-0.796,-0.682,-9.277,-46.570,4.700
16,35,-0.063,-0.635,-0.553,89.417,-5.310,30.579
16,36,-0.078,-0.630,-0.583,148.437,59.143,59.937
16,37,-0.081,-0.757,-0.755,179.138,113.953,85.083
16,38,-0.046,-0.820,-0.871,175.415,126.404,95.154
16,39,-0.028,-0.770,-0.863,153.381,95.276,77.515
16,40,-0.032,-0.704,-0.798,124.939,41.260,35.889
16,41,-0.067,-0.689,-0.757,85.327,-3.784,-9.155
16,42,-0.088,-0.654,-0.695,21.790,-27.039,-36.194
16,43,-0.094,-0.648,-0.671,-47.058,-31.006,-37.109
16,44,-0.086,-0.714,-0.719,-97.351,-25.391,-22.949
16,45,-0.075,-0.802,-0.773,-108.215,-22.278,-11.963
16,46,-0.080,-0.848,-0.782,-68.665,-27.893,-15.198
16,47,-0.099,-0.797,-0.722,2.686,-37.476,-25.024
16,48,-0.126,-0.724,-0.660,67.200,-38.757,-29.724
16,49,-0.145,-0.692,-0.645,89.417,-26.489,-22.339
16,50,-0.158,-0.707,-0.679,67.688,-7.202,-6.348
16,51,-0.168,-0.748,-0.739,28.320,3.479,5.737
16,52,-0.172,-0.772,-0.771,-0.305,-0.305,3.601
16,53,-0.185,-0.765,-0.765,-6.348,-15.015,-14.343
16,54,-0.195,-0.727,-0.721,-1.892,-32.104,-35.034
16,55,-0.195,-0.695,-0.683,-5.493,-38.330,-44.678
16,56,-0.180,-0.694,-0.677,-24.048,-30.518,-38.025
16,57,-0.154,-0.726,-0.703,-45.654,-15.198,-20.203
16,58,-0.130,-0.762,-0.733,-48.523,-2.502,-4.211
16,59,-0.115,-0.772,-0.745,-22.644,2.014,2.625
16,60,-0.110,-0.755,-0.739,16.052,2.197,2.991
16,61,-0.115,-0.730,-0.727,39.124,4.700,3.052
16,62,-0.116,-0.705,-0.720,30.090,12.512,7.507
16,63,-0.111,-0.700,-0.727,0.427,21.484,14.954
16,64,-0.102,-0.713,-0.749,-26.611,25.330,19.897
16,65,-0.098,-0.727,-0.763,-37.415,20.813,18.982
16,66,-0.101,-0.730,-0.762,-31.982,11.353,13.611
16,67,-0.108,-0.719,-0.750,-21.667,4.333,9.705
16,68,-0.110,-0.705,-0.737,-18.738,4.700,11.475
16,69,-0.110,-0.705,-0.740,-23.315,11.963,17.883
16,70,-0.111,-0.710,-0.748,-27.832,20.813,24.475
16,71,-0.114,-0.716,-0.759,-22.949,25.208,27.893
16,72,-0.122,-0.716,-0.767,-9.338,23.193,25.940
16,73,-0.130,-0.704,-0.762,3.418,17.395,21.484
16,74,-0.135,-0.690,-0.752,7.263,12.390,17.517
16,75,-0.136,-0.686,-0.750,1.587,10.132,15.137
16,76,-0.132,-0.693,-0.756,-7.690,9.583,13.245
16,77,-0.127,-0.701,-0.765,-12.756,8.118,10.132
16,78,-0.124,-0.708,-0.768,-10.071,4.517,5.371
16,79,-0.122,-0.705,-0.763,-2.930,0.122,0.305
16,80,-0.121,-0.697,-0.754,3.357,-2.625,-3.113
16,81,-0.120,-0.695,-0.750,6.653,-2.991,-4.211
16,82,-0.117,-0.696,-0.753,7.812,-1.831,-3.662
16,83,-0.115,-0.704,-0.760,10.010,-1.465,-2.991
16,84,-0.115,-0.709,-0.764,14.038,-2.869,-3.662
16,85,-0.113,-0.709,-0.761,18.066,-6.042,-6.653
16,86,-0.114,-0.709,-0.755,19.836,-9.033,-10.620
16,87,-0.113,-0.706,-0.746,18.250,-10.681,-13.000
16,88,-0.110,-0.707,-0.741,14.099,-10.925,-13.000
16,89,-0.110,-0.715,-0.742,10.254,-9.949,-11.047
16,90,-0.111,-0.722,-0.744,9.827,-8.850,-8.118
16,91,-0.115,-0.730,-0.745,13.306,-7.568,-5.737
16,92,-0.120,-0.731,-0.740,18.860,-6.165,-3.784
16,93,-0.124,-0.727,-0.733,22.583,-4.028,-2.258
16,94,-0.126,-0.723,-0.727,22.156,-1.709,-0.549
16,95,-0.128,-0.724,-0.726,18.188,0.183,1.831
16,96,-0.129,-0.733,-0.731,13.306,1.709,3.906
16,97,-0.131,-0.736,-0.730,9.033,2.380,5.493
16,98,-0.131,-0.737,-0.725,7.385,2.136,6.165
16,99,-0.135,-0.734,-0.722,7.935,3.052,6.714
16,100,-0.136,-0.735,-0.723,8.789,5.127,8.057
16,101,-0.136,-0.733,-0.721,8.057,7.874,10.559
16,102,-0.135,-0.732,-0.720,7.446,10.620,12.451
16,103,-0.133,-0.738,-0.726,7.507,11.902,13.306
16,104,-0.129,-0.737,-0.726,7.141,11.658,13.245
16,105,-0.125,-0.737,-0.726,6.409,10.620,11.475
16,106,-0.120,-0.733,-0.726,4.456,8.728,9.888
16,107,-0.115,-0.734,-0.728,0.610,7.385,8.728
16,108,-0.113,-0.735,-0.731,-3.723,6.531,7.385
16,109,-0.112,-0.731,-0.729,-6.287,5.310,6.287
16,110,-0.113,-0.731,-0.731,-6.287,4.272,4.456
16,111,-0.113,-0.726,-0.734,-5.432,2.319,3.174
16,112,-0.113,-0.725,-0.738,-4.944,0.671,1.709
16,113,-0.115,-0.718,-0.737,-6.042,-0.183,0.488
16,114,-0.119,-0.720,-0.741,-7.263,-1.038,-0.244
19,0,-0.042,-0.078,-0.173,-20.081,-8.545,11.475
19,1,0.024,0.498,0.422,40.955,4.517,-2.625
19,2,-0.135,-0.124,-0.227,256.042,71.655,-55.908
19,3,-0.357,-1.467,-2.002,222.595,91.919,-40.161
19,4,-0.087,-1.769,-2.260,-420.715,6.531,64.758
19,5,-0.661,-4.000,-3.287,-745.544,-95.276,72.693
19,6,-1.703,-4.000,-2.746,-335.388,-246.643,63.660
19,7,-0.041,-1.716,-1.219,712.158,-448.486,169.678
19,8,0.028,-0.497,-0.424,926.025,-426.758,231.812
19,9,-0.083,-0.253,-0.183,614.075,-312.988,331.177
19,10,-0.051,0.025,0.053,257.202,-165.527,459.473
19,11,0.146,0.343,0.328,141.235,-22.949,489.563
19,12,0.240,0.445,0.378,328.979,18.433,356.384
19,13,0.116,0.341,0.184,609.070,-40.405,173.767
19,14,-0.072,0.175,0.041,760.498,-79.407,51.331
19,15,-0.144,0.002,-0.010,731.628,-53.101,6.409
19,16,-0.156,-0.097,0.041,548.584,-2.869,24.292
19,17,-0.101,-0.069,0.153,285.889,21.484,77.393
19,18,-0.052,0.025,0.236,48.279,6.592,123.901
19,19,-0.030,0.143,0.280,-91.187,-7.385,117.249
19,20,0.049,0.146,0.229,-136.658,20.508,58.044
19,21,0.089,0.104,0.172,-163.757,88.623,-39.978
19,22,0.040,-0.008,0.072,-231.873,151.245,-136.475
19,23,0.030,-0.094,-0.057,-354.797,178.223,-200.623
19,24,0.023,-0.099,-0.151,-529.602,178.040,-230.713
19,25,0.004,-0.035,-0.206,-716.919,170.776,-238.037
19,26,0.026,0.035,-0.204,-847.290,175.964,-244.202
19,27,0.025,0.026,-0.171,-861.877,200.378,-282.349
19,28,-0.030,-0.285,-0.323,-750.793,227.539,-351.196
19,29,-0.397,-2.113,-1.866,-595.581,245.422,-407.776
19,30,-1.456,-4.000,-4.000,-679.565,171.387,-325.073
19,31,-0.722,-3.806,-2.204,-645.813,-139.587,73.608
19,32,-0.041,-0.547,-0.416,316.162,-270.142,283.630
19,33,-0.017,0.014,-0.202,759.949,-170.654,252.441
19,34,-0.018,0.037,-0.151,745.911,-17.944,294.617
19,35,0.005,-0.012,-0.200,668.701,148.071,329.041
19,36,0.051,0.046,-0.186,648.437,300.049,314.270
19,37,0.095,-0.171,-0.459,678.711,359.741,250.793
19,38,-0.037,-0.637,-1.062,572.571,320.251,162.598
19,39,-0.143,-0.568,-0.997,171.814,234.070,81.970
19,40,-0.158,-0.309,-0.685,-257.751,141.602,-0.061
19,41,-0.203,-0.322,-0.691,-484.131,49.255,-82.336
19,42,-0.323,-0.567,-0.999,-625.244,-49.255,-127.319
19,43,-0.374,-0.684,-1.035,-814.575,-150.513,-111.755
19,44,-0.353,-0.866,-0.910,-887.939,-213.806,-76.660
19,45,-0.348,-1.060,-0.706,-705.994,-212.708,-65.857
19,46,-0.243,-0.843,-0.481,-315.430,-158.447,-66.223
19,47,-0.168,-0.768,-0.485,46.326,-72.388,-44.495
19,48,-0.151,-0.905,-0.682,261.475,34.302,0.916
19,49,-0.115,-0.846,-0.739,357.910,133.240,59.204
19,50,-0.038,-0.612,-0.644,401.245,180.786,101.868
19,51,0.010,-0.603,-0.757,453.918,159.729,97.778
19,52,-0.001,-0.817,-1.083,455.688,82.458,59.326
19,53,0.003,-0.714,-0.972,295.105,-3.418,8.911
19,54,-0.013,-0.535,-0.730,54.688,-43.091,-53.101
19,55,-0.051,-0.530,-0.695,-139.587,-48.767,-105.896
19,56,-0.079,-0.545,-0.691,-286.072,-57.495,-121.887
19,57,-0.098,-0.583,-0.694,-368.591,-67.139,-115.540
19,58,-0.126,-0.793,-0.827,-364.807,-66.956,-109.497
19,59,-0.124,-0.956,-0.893,-298.157,-69.641,-97.229
19,60,-0.077,-0.868,-0.753,-181.091,-79.834,-73.303
19,61,-0.053,-0.699,-0.596,-25.757,-76.111,-50.354
19,62,-0.061,-0.655,-0.592,115.601,-48.340,-26.672
19,63,-0.068,-0.696,-0.686,186.218,-8.606,5.188
19,64,-0.063,-0.741,-0.789,171.326,29.480,34.180
19,65,-0.055,-0.759,-0.860,103.210,47.852,45.227
19,66,-0.058,-0.737,-0.869,24.170,37.109,32.104
19,67,-0.091,-0.689,-0.821,-34.058,7.385,1.282
19,68,-0.137,-0.641,-0.751,-64.880,-21.851,-27.710
19,69,-0.174,-0.613,-0.702,-84.717,-35.828,-35.645
19,70,-0.192,-0.641,-0.720,-109.070,-26.917,-18.982
19,71,-0.190,-0.723,-0.786,-129.822,-1.526,8.118
19,72,-0.169,-0.759,-0.795,-120.667,23.499,30.334
19,73,-0.146,-0.719,-0.748,-54.749,35.156,37.964
19,74,-0.141,-0.674,-0.727,48.279,34.973,35.339
19,75,-0.146,-0.672,-0.751,120.667,34.119,35.828
19,76,-0.135,-0.664,-0.759,117.310,39.246,46.570
19,77,-0.117,-0.662,-0.771,60.120,48.035,59.509
19,78,-0.099,-0.694,-0.808,-0.305,51.636,61.707
19,79,-0.091,-0.715,-0.819,-32.166,43.396,47.424
19,80,-0.097,-0.702,-0.791,-28.259,26.672,24.292
19,81,-0.111,-0.676,-0.752,-6.836,11.841,6.348
19,82,-0.117,-0.667,-0.736,4.822,8.057,4.272
19,83,-0.109,-0.681,-0.744,0.366,15.503,14.832
19,84,-0.090,-0.708,-0.762,-3.540,24.414,26.917
19,85,-0.074,-0.724,-0.774,13.123,25.085,29.541
19,86,-0.069,-0.729,-0.781,46.814,15.808,20.264
19,87,-0.078,-0.709,-0.763,68.848,3.540,6.042
19,88,-0.091,-0.695,-0.749,59.814,-4.089,-4.395
19,89,-0.100,-0.694,-0.741,26.367,-6.897,-8.362
19,90,-0.106,-0.709,-0.748,-6.287,-8.972,-9.521
19,91,-0.112,-0.725,-0.753,-18.372,-13.306,-12.512
19,92,-0.122,-0.730,-0.748,-6.897,-19.775,-18.860
19,93,-0.132,-0.732,-0.742,15.015,-25.330,-24.475
19,94,-0.140,-0.725,-0.732,29.785,-26.489,-25.208
19,95,-0.139,-0.714,-0.718,31.311,-22.461,-20.996
19,96,-0.134,-0.716,-0.719,26.978,-16.418,-15.137
19,97,-0.131,-0.731,-0.733,24.841,-12.939,-12.512
19,98,-0.131,-0.740,-0.743,24.475,-13.184,-13.794
19,99,-0.134,-0.739,-0.741,21.912,-15.198,-16.785
19,100,-0.138,-0.730,-0.729,14.893,-16.174,-18.738
19,101,-0.140,-0.723,-0.717,5.310,-14.221,-17.090
19,102,-0.136,-0.720,-0.713,-1.648,-9.705,-12.634
19,103,-0.130,-0.728,-0.719,-2.991,-4.639,-6.714
19,104,-0.124,-0.740,-0.730,0.610,-0.732,-1.892
19,105,-0.117,-0.746,-0.734,5.432,1.892,1.587
19,106,-0.114,-0.740,-0.731,8.057,4.150,5.005
19,107,-0.112,-0.728,-0.721,7.324,6.958,8.301
19,108,-0.111,-0.724,-0.722,3.784,10.437,11.658
19,109,-0.112,-0.724,-0.730,-2.441,13.611,15.076
19,110,-0.113,-0.728,-0.740,-8.728,15.503,17.639
19,111,-0.115,-0.731,-0.747,-12.878,15.442,18.372
19,112,-0.115,-0.724,-0.744,-13.916,14.221,17.700
19,113,-0.117,-0.716,-0.739,-12.512,13.000,16.602
19,114,-0.120,-0.711,-0.737,-10.925,12.939,16.296
22,0,-0.410,-2.039,-2.822,-130.066,45.654,31.494
22,1,-0.130,-3.709,-3.703,-748.840,-66.711,94.421
22,2,-1.273,-4.000,-2.650,-697.327,-169.067,29.602
22,3,-0.300,-1.921,-1.294,398.621,-360.474,36.987
22,4,0.028,-0.723,-0.610,944.336,-408.203,108.032
22,5,-0.057,-0.375,-0.284,661.072,-320.862,221.497
22,6,-0.095,-0.108,-0.063,278.748,-184.265,363.525
22,7,0.079,0.249,0.236,77.698,-31.372,454.102
22,8,0.290,0.423,0.417,213.135,46.143,362.122
22,9,0.172,0.367,0.240,530.579,-30.212,168.762
22,10,-0.005,0.140,0.001,755.920,-124.390,27.588
22,11,-0.123,-0.075,-0.114,774.109,-137.695,-39.673
22,12,-0.152,-0.216,-0.116,595.398,-92.041,-33.630
22,13,-0.109,-0.193,-0.004,304.687,-49.194,13.428
22,14,-0.044,-0.045,0.131,11.658,-48.035,72.144
22,15,0.002,0.109,0.202,-170.654,-71.838,87.341
22,16,0.019,0.148,0.181,-217.102,-67.200,36.438
22,17,0.012,0.115,0.139,-195.496,-14.038,-55.176
22,18,0.023,0.034,0.076,-192.017,50.598,-134.583
22,19,0.019,-0.051,-0.006,-247.803,97.351,-188.721
22,20,0.008,-0.096,-0.085,-371.216,117.615,-215.881
22,21,0.009,-0.073,-0.142,-536.133,127.502,-211.487
22,22,0.015,0.021,-0.140,-685.181,150.940,-191.895
22,23,0.028,0.078,-0.090,-737.732,200.195,-196.411
22,24,0.001,0.003,-0.096,-658.447,261.108,-242.615
22,25,-0.115,-0.265,-0.220,-495.483,314.331,-307.312
22,26,-0.496,-1.749,-1.578,-318.848,349.304,-342.468
22,27,-1.421,-4.000,-4.000,-400.024,295.715,-247.986
22,28,-0.952,-4.000,-3.546,-781.555,-8.240,88.928
22,29,-0.119,-1.263,-0.721,-174.194,-234.497,260.986
22,30,-0.128,-0.369,-0.449,598.206,-193.909,144.653
22,31,-0.058,-0.222,-0.341,725.525,-72.571,166.809
